target_id	S2_DRSC_CG8144_RNAi_1	S2_DRSC_CG8144_RNAi_3	S2_DRSC_CG8144_RNAi_4	S2_DRSC_Untreated_1	S2_DRSC_Untreated_3	S2_DRSC_Untreated_4
FBtr0100379	969.91	603.827	493.785	481.791	576.348	609.316
FBtr0078154	5165.24	1922.85	2596.53	6820.76	2328.31	2574.72
FBtr0078155	2.00335	2.90922	1.97005	1.30374	2.19397	2.65333
FBtr0340067	0	0	0	0	0	0
FBtr0087114	0	0	0	0	0	0
FBtr0087115	26	11	19	157	75	81
FBtr0340068	0	0	0	0	0	0
FBtr0076424	292.57	218.463	221.387	178.195	172.488	171.086
FBtr0342577	9807.45	149.355	172.942	9745.88	64.4863	91.2825
FBtr0076425	0	4853.28	3066.82	0	3612.15	7792.72
FBtr0076423	12249	10311.9	14548.8	10786.9	9668.87	11659.9
FBtr0078846	3	0	0	0	1	1
FBtr0080422	2146.21	1713.21	1498.86	3107.66	916.348	1055.86
FBtr0336615	1353.79	78.7914	464.144	412.338	555.652	476.142
FBtr0114538	0	0	0	0	0	0
FBtr0089842	198.862	73.9407	81.0385	189.564	86.1371	75.2032
FBtr0340331	77.4689	5.61122	5.42521	26.9358	7.85996	2.16181
FBtr0077065	493	166	265	403	193	194
FBtr0333134	75.2284	14.7844	22.9454	115.43	16.36	29.9805
FBtr0073163	102.789	85.241	87.0546	101.15	79.64	71.0195
FBtr0445441	1	1	1	1	0	1
FBtr0303829	0	0	0	0	0	0
FBtr0073945	382	204	253.637	479	187	237
FBtr0310274	97.4636	446.882	682.611	0	366.394	449.137
FBtr0346158	29644.6	54699	64571.7	49595.6	51299	65152.9
FBtr0085489	27268.1	780.742	947.032	19553.1	775.864	927.254
FBtr0346159	33961.7	0	8.56356	53950.2	0	0
FBtr0346771	0	0	0	0	0	0
FBtr0075377	3	3	2	3	2	2
FBtr0110866	0	0	0	0	0	0
FBtr0307166	0	0	0	0	0	0
FBtr0300664	248.376	64.8756	110.373	199.866	93.6052	83.728
FBtr0339460	25.6911	0	10.6047	43.2796	0	0
FBtr0073930	0	0	9.96646	0	0	0
FBtr0303288	211.795	195.876	181.792	220.538	118.003	168
FBtr0073932	71.5144	15.124	0	114.182	13.9974	0
FBtr0087520	680.541	553.076	719.624	787.936	453.188	509.956
FBtr0339959	941.459	95.9238	89.3763	606.064	47.8117	48.0436
FBtr0300577	795.534	0	53.1757	213.899	3.59341e-6	0.472136
FBtr0333750	1.88396e-4	0	1.45243e-8	100.034	0	0.00172289
FBtr0112927	1276.56	731.314	910.345	2032.98	850.413	737.085
FBtr0333811	473.748	196.371	292.958	246.079	94.5134	182.945
FBtr0330105	0.930301	0	0	0	0	2.19714e-4
FBtr0330106	2002.28	343.396	343.316	1994.75	438.641	333.827
FBtr0075471	0	0	0	0	0	0
FBtr0085314	0	0	0	0	0	0
FBtr0336789	0	0	0	0	0	0
FBtr0082886	545.797	154.505	91.6496	434.589	164.976	122.388
FBtr0305052	192.304	59.8319	41.0036	317.77	19.1085	18.9124
FBtr0337094	0	52.2301	177.347	0	113.805	138.675
FBtr0346723	8.9311	13.4332	0	21.6407	18.1103	4.79225e-4
FBtr0082887	0	0	0	0	0	15.0236
FBtr0080539	50.7786	28.1209	54.1262	81.1543	31.4749	48
FBtr0086272	123.305	29.817	28.2462	368.657	142.709	90.5831
FBtr0086270	1191.27	687.183	876.754	1529.3	683.291	728.417
FBtr0086271	139.43	4.87547e-7	5.50647e-8	0.0474043	1.77168e-8	2.16204e-6
FBtr0073203	2	0	1	1	0	0
FBtr0302996	0	0	0	0	0	0
FBtr0072809	1527	777.338	1000.79	2061	786.772	874.456
FBtr0081468	1878	870	975	2332	839	905
FBtr0330286	0	0	0	0	0	0
FBtr0100638	0	0	0	0	0	0
FBtr0100624	0	0	0	0	0	0
FBtr0100635	0	0	0	0	0	0
FBtr0100637	0	0	0	0	0	0
FBtr0100623	0	0	0	0	0	0
FBtr0334296	2.81198e-6	0	0	7.08528e-7	0	0
FBtr0084683	0	0	0	0	0	0
FBtr0084684	0	0	0	0	0	0
FBtr0100622	0	0	0	0	0	0
FBtr0100633	0	0	0	0	0	0
FBtr0100634	0	0	0	0	0	0
FBtr0100632	0	0	0	0	0	0
FBtr0334295	0	0	0	0	0	0
FBtr0301582	0	0	0	2.01937	0	0
FBtr0084685	0	0	0	0	0	0
FBtr0301581	0	0	0	0	0	0
FBtr0100627	0	0	0	0	0	0
FBtr0100636	0	0	0	0	0	0
FBtr0334294	3	0	0	1.98063	0	0
FBtr0100629	0	0	0	0	0	0
FBtr0330287	0	0	0	0	0	0
FBtr0100631	0	0	0	0	0	0
FBtr0074691	738	383	480	772	361	452
FBtr0080681	0	0	0	0	0	0
FBtr0070918	438.733	278.22	335.147	453.473	244.728	249.673
FBtr0112435	0	0	0	0	0	0
FBtr0445304	378.466	61.8371	36.9444	366.258	12.3406	24.7641
FBtr0082643	214.534	282.163	402.056	284.742	272.659	327.236
FBtr0075842	0.0232154	0	0	0.0180046	0	0
FBtr0075843	0	0	0	0	2	1
FBtr0301405	0.976785	0	0	0.981995	0	0
FBtr0345933	0	0	0	0	0	0
FBtr0086216	1	0	0	0	0	1
FBtr0091884	3.90605	0	1.72632	0.443903	1.88338	1.51117
FBtr0077924	0	0	0	0	0	0
FBtr0305553	0	0	0	0	0	0
FBtr0077925	0	0	0	0	0	0
FBtr0083151	2752.43	1242	1336.24	3214.28	1458.11	1623.97
FBtr0433535	579.546	87.9978	120.76	393.654	109.888	44.0228
FBtr0074023	0	0	0	0	0	0
FBtr0332578	786.239	100.85	106.038	409.73	61.5081	56.0883
FBtr0081162	4571.76	2829.15	3431.96	5395.27	2833.49	3164.91
FBtr0077351	204	96.1813	138	212	98.1697	95.1669
FBtr0075923	7.2755	2.9389	2.92939	5.8204	1.46703	2.94154
FBtr0075924	1.7245	0.0610978	0.0706078	1.1796	2.53297	0.0584581
FBtr0343681	0	0	1	0	0	0
FBtr0077332	0	0	0	0	1	0
FBtr0112354	122	29	21	127	18	30
FBtr0310150	0	0	0	0	0	0
FBtr0339246	0	0	0	0	0	0
FBtr0084770	0	0	0	0	0	0
FBtr0084577	155.583	100.578	138.616	183.482	70.6036	77.7392
FBtr0080160	3	0	0	3	4	2
FBtr0071927	7	3	14	11	7	7
FBtr0113400	2968	1172.93	1476.95	1573	883.993	1015.98
FBtr0080234	0	0	0	0	0	0
FBtr0301761	0	0	0	0	0	0
FBtr0082171	6.20947	0	1.02746	12.5288	3.09735	1.02748
FBtr0078224	300	154	183	306	137	86.8805
FBtr0331571	7.01072e-6	0	3.73638e-6	0	0	49.1195
FBtr0075409	11	2	5	9	4	5
FBtr0074240	33.4639	28.7291	0	4.75108	20.1143	0
FBtr0346059	113.686	74.2709	117	150.066	50.8857	77
FBtr0081454	0	0	0	2	0	0
FBtr0076725	0	17.9954	75.9715	11.5209	22.3612	0
FBtr0076724	661	311.005	302.029	715.479	245.639	329
FBtr0302718	0	0	0	1	0	0
FBtr0302719	0	0	1	0	0	0
FBtr0343875	783.672	14.6412	0	130.612	14.6195	14.6531
FBtr0301342	3275.33	1674.36	1848	3800.39	1562.38	1628.35
FBtr0347601	1	0	1	2	0	0
FBtr0303416	2.99232	0	0	6.98814	1.99622	0.996217
FBtr0339817	0.00768065	0	0	0.0118568	0.00377918	0.00378293
FBtr0332762	13.622	0	0	13.622	0	7.03363
FBtr0290309	62.378	14	17	41.378	16	14.9664
FBtr0070972	694.331	1161.85	1131.73	1315.66	1413.9	953.52
FBtr0343321	3151.67	1059.15	1345.27	2829.34	933.098	1023.48
FBtr0303260	0	0	0	53.5385	49.7002	0
FBtr0303261	82.3563	33.7333	53.8513	98.807	20.9013	62.5128
FBtr0083218	320.164	190.267	198.552	388.121	304.398	224.937
FBtr0083847	0	4	0	0	0	0
FBtr0083848	8.9469	0	0	0	0	0
FBtr0335243	5.0531	0	6	10	7	6
FBtr0333556	1.17386	0	0	0	0	0
FBtr0088761	0	0	0	0	0	0
FBtr0089597	715.47	239.435	390.813	788.215	303.501	317.346
FBtr0089598	1.7551e-5	2.7693e-7	0	0	0	0
FBtr0331859	0.0331712	31.8328	2.48002e-8	1.40937	9.5842e-7	3.64234e-7
FBtr0070106	14.7579	15.0304	0	7.37895	7.4922	15.0555
FBtr0332990	58.2421	19.9696	34	68.6211	35.5078	26.9445
FBtr0075049	17.0297	15.0325	17.0272	62.0767	19.3495	30.9999
FBtr0331420	0	0	0	0	8.68087	0
FBtr0331421	0	0	0	0	0	0
FBtr0331422	4.18562e-5	2.98636e-5	3.17997e-5	6.22581e-5	1.63862e-5	1.10769e-4
FBtr0073441	171.244	695.832	907.913	687.098	742.015	747.287
FBtr0073443	2969.76	311.405	444.845	2945.9	647.985	479.791
FBtr0073444	2.81259e-6	165.763	124.242	0	3.96245e-5	50.9213
FBtr0339764	3218.44	813.434	872.521	5481.5	1564.63	1293.15
FBtr0087601	49.5868	1518.71	1773.05	1865.92	3175.25	2338.78
FBtr0339763	1544.16	3.32609e-5	0	1506.5	42.3711	5.05979
FBtr0339765	1.23283e-5	3.22513e-5	0	641.34	0	0.00873469
FBtr0081258	2265	1256	1474	1679	696	789
FBtr0331387	0	0	0	0	0	0
FBtr0088141	19.9998	0	5.15436e-4	26.9997	0	7.99122
FBtr0331388	0	0	0	0	0	0
FBtr0331389	0	0	2.59111	0	14	0
FBtr0331390	0	0	0	0	0	0
FBtr0339488	0	4	8.40838	2.5781e-4	0	1.00878
FBtr0088142	1.87759e-4	0	0	0	0	0
FBtr0072274	0	0	0	0	0	3
FBtr0347406	123.163	34.6304	21.8396	134.028	5.06886	15.5109
FBtr0347405	201.751	28.052	33.2606	42.6309	14.1667	7.85094
FBtr0347403	1064.92	750.687	1058.06	1102.31	692.696	709.127
FBtr0347404	123.163	34.6304	21.8396	134.028	5.06886	15.5109
FBtr0300507	0	0	0	1	0	0
FBtr0310472	0	0	0	0	0	0
FBtr0310471	0	0	0	0	0	0
FBtr0302041	0.00321808	0.0160232	73.7738	353.815	270.992	248.046
FBtr0075173	0.00188258	1.17594e-4	12.2915	630.382	125.235	0.961947
FBtr0345118	1183.05	134.464	149.979	778.547	316.598	182.602
FBtr0345117	1717.94	1099.52	1323.96	3025.26	1286.18	1486.39
FBtr0343128	44.1	15.3472	0	44.1	15.2379	60.6481
FBtr0079213	64.9	44.7158	85.081	67.9	30.7621	0.535885
FBtr0070905	1934.47	937	1235	2323.65	1062.93	1067
FBtr0273377	370.07	149.999	214	376.784	158	185
FBtr0333278	0.0149258	8.28265e-4	1.57142e-6	2.864	0	0
FBtr0333279	42.9155	0	0	32.3521	0	0
FBtr0113182	4.55247	0	0	2.27623	0	0
FBtr0305579	2.25413e-6	1.45214e-6	1.29729e-6	1.6768e-6	1.18118e-6	8.04995e-6
FBtr0113183	1.44753	0.999999	0.999999	2.72377	2	2.99999
FBtr0084965	485.07	88.3445	534.773	465.269	121.18	519.899
FBtr0084964	0	394.201	205.324	9.3941e-7	0.00377386	199.292
FBtr0084962	1199.75	1265.92	1153.74	2086.88	946.359	998.172
FBtr0339900	2242.06	13.0183	131.92	1775.61	291.091	110.927
FBtr0302952	4.1826e-7	0	0	6.05483	0	0
FBtr0337057	139.292	251.726	169.22	395.55	39.1826	140.964
FBtr0084963	802.14	97.1352	385.784	1410	790.777	387.223
FBtr0302951	385.69	424.819	656.396	697.056	695.591	469.945
FBtr0084966	3.22412e-8	0	0	0.390683	0	0
FBtr0305047	0.00152331	7.49549e-4	0	98.1945	0	0
FBtr0076721	17	8	8	34	6	11
FBtr0091848	9.79999	2.09084	0	9.17177	2.0622	0
FBtr0308031	0	0	3.82851	0	0	0
FBtr0083006	11	6	11.1715	7	6	8
FBtr0100085	1	0	0	0	0	0
FBtr0273336	663.087	201.261	354.621	806.834	228.984	187.38
FBtr0333550	441.846	320.862	272.178	361.249	253.066	334.459
FBtr0273337	80.0663	5.87705	33.2009	42.9172	15.9498	22.1613
FBtr0337027	50.9997	0	0	0	0	0
FBtr0084351	3.39513e-4	23	22	34	20	17
FBtr0300881	18.0254	36.6657	22.6369	0	27.5124	1.31961e-7
FBtr0085811	729.869	0	0	610.023	21.8667	2.08999e-8
FBtr0085812	0	118.849	289.725	22.1247	9.39503e-5	160.602
FBtr0334553	54.2902	190.561	112.53	236.112	341.542	245.202
FBtr0082828	0	0	0	0	0	0
FBtr0082827	0	0	0	1	1	0
FBtr0333192	0	0	0	0	0	0
FBtr0333193	0	0	0	0	0	0
FBtr0333191	0	0	0	0	0	0
FBtr0075251	2820.18	2282.95	2803.22	3092.33	1842.04	1874.08
FBtr0075252	2024.82	68.0491	55.7753	1320.67	78.9589	73.9226
FBtr0070890	0	2	0	0	0	0
FBtr0345193	21.4151	0	0	5.33152	0	5.91365
FBtr0089207	1067.27	676.22	482.918	1140.84	556.034	442.374
FBtr0089208	1090.86	28.7764	43.4667	374.631	25.4799	27.5713
FBtr0333700	1375.49	0.0037173	166.616	392.201	77.4863	107.349
FBtr0074082	1664.72	2976.62	2267.1	3668.73	3320.42	2621.29
FBtr0340304	1828.67	72.2446	1.40458	84.3484	547.161	0.445143
FBtr0339690	17.4276	207.094	842.643	164.419	925.467	299.783
FBtr0339687	2257.15	406.76	233.441	886.266	433.389	358.53
FBtr0339688	3144	605.407	1097.58	3844.82	393.672	707.763
FBtr0339686	2536.52	2619.67	2939.76	4010.46	1505.88	1546.25
FBtr0339689	570.497	99.2047	78.0719	990.955	0.0112413	149.942
FBtr0084287	0	0	0	0	0	0
FBtr0301238	219.597	73.9106	125.682	169.026	70.6443	94.0459
FBtr0081500	17.0568	18.5555	8.31769	0	0	6.36415
FBtr0340060	762.374	421	541	707.402	350	443
FBtr0087150	257.626	0	0	339.598	0	0
FBtr0303078	0.5	0.5	1	1	0	0.5
FBtr0335014	98.0871	7.70358e-4	47.6345	34.4352	5.45186e-7	4.01267e-8
FBtr0085267	2557.91	1314.93	1479.37	3407.56	1450	1375
FBtr0077286	0	0	0	0	0	0
FBtr0075098	3418.93	3168.36	3740.23	5218.18	3062.41	2881
FBtr0345806	3029.07	47.645	23.7702	2129.82	47.5917	0
FBtr0074669	3010	2195	2683	4088	2745	3012
FBtr0084210	0	0	0	33.8568	95.2326	0
FBtr0084209	598.486	25.6487	44.83	812.586	27.4257	17.538
FBtr0084206	1984.85	1058.64	1355.1	2333.84	932.289	1179.01
FBtr0084208	796.667	33.7081	19.0742	338.72	30.0531	56.4501
FBtr0087556	2	2	0	1	1	0
FBtr0081035	0.946218	0.00600383	0.00908446	0.00878602	0	0.00823171
FBtr0340577	0	0.0207984	0.0316809	0.0325553	0	0.0269693
FBtr0340576	23.0538	0	0	0	10	0
FBtr0340575	0	0	0	0	0	0
FBtr0081037	0	0	0	0	0	0
FBtr0081036	0	6.9732	10.9592	14.9587	0	6.9648
FBtr0084917	0	0	0	1	0	0
FBtr0072036	3316	1461.78	1835	3637	1585	1487
FBtr0339322	0	0	0	0	0	0
FBtr0330144	0.5	0	0	0.5	0	0
FBtr0303603	0.5	0	0	0.5	0	0
FBtr0079062	573	232	314	288	113	129
FBtr0336769	108.682	6.56715e-8	94.425	103.129	53.6299	0
FBtr0078683	379.64	1.25152e-6	68.4252	170.536	112.178	75.8484
FBtr0345253	66.2137	211.967	60.9577	208.354	44.0734	153.489
FBtr0345254	17.552	24.9413	83.6754	127.425	20.0615	0
FBtr0083758	259.506	151.478	203.958	458.792	205.682	131.879
FBtr0083760	478.356	80.5527	146.104	502.564	3.98039e-5	131.88
FBtr0083759	48.8418	11.4967	8.16607	25.8295	9.86213	0
FBtr0445726	119.297	61.4721	18.7721	50.8147	76.4562	42.2408
FBtr0082291	0.55242	0	4.89725	75.8063	34.9515	5.73336
FBtr0273346	5.78594	0	2.39049	0	6.415	3.68596
FBtr0082292	0	0	0	0	0	0
FBtr0082294	0	0	0	0	0	0
FBtr0273345	3.46391e-5	0	0	26.2805	1.51175e-5	3.35368e-5
FBtr0273347	217.763	121.477	145.372	268.595	109.337	140.126
FBtr0306641	26.8255	5.32364	2.73583	0	3.54297	4.82844
FBtr0082295	31.0728	22.1991	12.6044	35.318	12.7538	16.6259
FBtr0083736	0	0	1	0	0	0
FBtr0083114	642.809	244.171	270.507	625.784	209.761	232.304
FBtr0290002	0	0	0	0	0	0
FBtr0332378	13	3	6	8	4	4
FBtr0085534	4704.81	3459.81	4178.45	5531.56	2913.76	3129.09
FBtr0344976	1680.49	80.4799	119.698	1464.14	81.1892	106.704
FBtr0088745	658.988	431.39	527.992	650.718	573.993	587.983
FBtr0339278	467.907	17.596800000000002	0	849.165	0	0
FBtr0086192	0	0	0	1	0	0
FBtr0301941	0	0	0	0	0	0
FBtr0112494	0	1	0	1	1	0
FBtr0084912	317.386	125.501	117.103	238.156	79.5283	77.9928
FBtr0330163	317.386	125.501	117.103	238.156	79.5283	77.9928
FBtr0330164	456.227	64.9977	74.7944	158.688	39.9434	20.0143
FBtr0321306	0	0	0	0	0	0
FBtr0321307	0	0	0	2.03459	0	0
FBtr0321309	0	0	1	0	0	0
FBtr0321305	2	0	0	0	1	0
FBtr0321304	0	0	0	1.96541	0	0
FBtr0321308	0	0	0	0	0	0
FBtr0330223	0	0	0	0	0	0
FBtr0071046	1	0	1	1	0	0
FBtr0077971	244	156	219	271	181	181
FBtr0300284	13.2381	19	18	24	3.94828	12
FBtr0345385	25.7619	0	0	0	13.0517	0
FBtr0082410	315	146	145	318	113	104
FBtr0112545	435.715	151.794	355.418	1271.13	202.686	1.30701e-5
FBtr0343831	311.319	1090.95	1379.15	392.385	1013.64	1107.26
FBtr0303162	0	0	0	0	0	0
FBtr0303163	2975.05	470.545	444.745	1659.81	617.469	523.749
FBtr0112544	42.4786	0	0	0.0172132	2.64802e-6	0
FBtr0343830	1421.61	444.817	509.689	1441.67	480.209	320.994
FBtr0308070	31.5225	29.7289	51.382	48.8779	139.874	89.4256
FBtr0114452	202.944	0	0	30.2432	0	0
FBtr0344702	41.304	88.9309	112.147	78.8329	60.9657	56.4037
FBtr0114451	927.336	564.864	617.73	1590.94	345.484	437.324
FBtr0344703	658.61	175.137	266.401	910.582	793.023	682.095
FBtr0331591	2.39579e-4	2.92436	9.13e-6	327.08	28.2171	0.0158289
FBtr0331594	132.283	97.4153	76.3402	152.446	35.4366	96.7358
FBtr0074670	84	43	53	118	39	40
FBtr0303084	0	0	0	0	0	0
FBtr0303086	0	0	0	0	0	0
FBtr0303085	0	0	0	0	0	0
FBtr0392917	0	0	0	0	0	0
FBtr0299674	1	0	0	1	0	0
FBtr0336679	12	3	7	3.06139	0	2.03198
FBtr0336680	0	0	0	1.93861	0	1.96802
FBtr0336678	0	0	0	0	0	0
FBtr0087925	0	0	0	0	0	0
FBtr0347028	0	0	0	0	0	0
FBtr0332436	0	0	0	0	0	0
FBtr0112471	0	0	1	0	0	0
FBtr0082651	18	14	13	17	11	12.31
FBtr0452077	136.973	46.4503	93.3386	183.415	80.2222	36.9983
FBtr0085240	14.3892	0	0	11.1824	0	11.8196
FBtr0085238	5.91079	16.5365	1.22202e-4	49.6149	0	82.3869
FBtr0085236	188.433	91.6009	28.3301	124.444	0	38.9082
FBtr0085239	1.01131e-8	0	69.2615	31.4374	29.0431	40.7825
FBtr0452076	152.293	98.4123	150.07	129.906	129.735	27.1047
FBtr0305323	494.348	14.2404	624.5	225.968	212.933	571
FBtr0301668	2506.65	1011.76	624.5	3020.03	1016.07	571
FBtr0300727	1061.94	902.652	1184.47	1195.7	952.926	895.519
FBtr0072569	892.063	0	0	1090.3	0	0
FBtr0070878	32	13	17	11	3	4
FBtr0346692	4	1	1	4	0	0
FBtr0307170	245.514	119.894	138.395	256.762	97.7374	117.326
FBtr0289977	49.4858	11.106	16.6047	41.2381	33.2626	16.674
FBtr0308689	94.5844	185.118	226.466	0	146.263	34.2202
FBtr0308688	191.373	13.7919	13.7763	150.361	20.418	28.5041
FBtr0070794	3543.53	1829.52	2192.75	5057.44	1741.56	1750.41
FBtr0070795	5087.48	925.573	946.012	2589.18	813.755	834.863
FBtr0073737	237.72	289	272.987	132.803	183.999	253.028
FBtr0346124	3.14967	0	122.013	45.3602	49.0008	73.9724
FBtr0346125	360.131	0	0	296.837	0	0
FBtr0074666	4675	2410	3241	4686	2221	2058
FBtr0077124	42.6498	34.986	28.3829	105.099	51.0803	21.6338
FBtr0077123	2823.35	1159.01	1430.62	3627.9	1490.92	1520.37
FBtr0072136	1606.06	1023.16	926.675	2325.21	684.904	1058.19
FBtr0343299	145.776	29.8365	29.6718	116.735	20.4891	29.012
FBtr0072137	2548.35	350.335	441.741	2687.7	696.437	399.659
FBtr0072139	14.9716	0	2.17317e-8	0	0	2.19765e-8
FBtr0343301	23.3902	9.50167	33.3444	9.57553	0	15.8329
FBtr0072138	0	3.10827e-7	0	0	0	0.00397121
FBtr0343300	1374.45	1132.17	1806.57	2120.78	1532.17	1454.3
FBtr0079441	0	2	0	0	0	0
FBtr0332522	4	0	0	0	0	0
FBtr0083696	1	1	1	1	0	1
FBtr0345653	0	0	0	0	0	0
FBtr0071953	0	0	0	0	0	0
FBtr0100130	1	0	0	0	0	0
FBtr0112391	1	0	2	2	1	0
FBtr0075193	3	0	1	3	1	1
FBtr0081358	2280.55	1713	2019	4513.64	2401	2410
FBtr0346418	2420.45	2.52728e-7	2.52539e-7	1936.36	7.8905e-8	9.93484e-7
FBtr0085277	0	0	1	1.40564	0	1
FBtr0071977	0	0	0	0	0	0
FBtr0091839	9.79999	2.09084	0	9.17177	2.0622	0
FBtr0100421	3	3.32047	0.5	2	2	4
FBtr0346127	0	3.37888	0	0	3.37099	6.80138
FBtr0302194	46.085	0	6.97237	38.0201	0	0
FBtr0303204	0	0	0	0	0	0
FBtr0113282	6	2	2	5	2	4
FBtr0100161	0	0	0	0	0	0
FBtr0082699	0	0	0	0	0	0
FBtr0082701	300.369	427.421	527.454	135.832	320.987	314.373
FBtr0334516	1539.71	602.66	797.025	1275.06	522.39	459.715
FBtr0334515	160.273	1.78874	2.17574e-6	203.884	100.58	68.3427
FBtr0334513	0	0	0	0	0	0
FBtr0082702	0	0	0	0	0	0
FBtr0334517	123.965	95.1405	98.4248	117.222	6.57969e-8	2.77203e-7
FBtr0082700	3194.59	699.88	674.455	2784.84	744.61	622.901
FBtr0334514	233.093	229.11	329.641	395.167	184.433	285.668
FBtr0088936	187.69	25.1306	35.1851	173.225	35.3594	18.9296
FBtr0088937	139.944	35.987	43.6802	261.301	68.0559	62.2706
FBtr0088935	1345.21	686.262	941.166	1156.33	666.121	730.717
FBtr0330327	139.944	35.987	43.6802	261.301	68.0559	62.2706
FBtr0306239	161.883	64.3895	40.3458	0	8.55693	4.73103
FBtr0330328	321.328	116.244	168.943	540.84	122.851	120.081
FBtr0070900	1	1	2	0	1	0
FBtr0074330	645	410	541	978	441	493
FBtr0331778	6	0	2	1	0	1
FBtr0078513	1.04494e-7	7	3.65763e-8	0	0	5.62114e-8
FBtr0301277	998.245	329.554	344.009	671.01	381.266	3.57737
FBtr0301278	118.693	7.69287e-5	28.5534	288.419	1.97727e-5	334.795
FBtr0078985	1955	972	1235	2210	943	1054
FBtr0345514	61.8963	10.4965	12.4867	52.2659	20.9783	24.7747
FBtr0300763	3.76449	9.50353	0	18.7341	18.0217	7.8225e-8
FBtr0343503	1.33923	0	10.5133	0	0	0.225333
FBtr0085651	33	13	21	52	20	24
FBtr0084756	633	303	400	868	373	379
FBtr0331643	0	18.7752	27.4913	0	17.3237	27.0709
FBtr0091657	178.954	4.84261	2.33741	101.978	7.13378	7.33846
FBtr0087895	778.898	643.324	680.782	1202.81	664.929	714.378
FBtr0339627	551.102	47.6761	79.2178	669.195	111.071	63.6219
FBtr0070150	6.27708	3.0786	3	9.1462	1.01328	1.07999
FBtr0346191	772.103	0	0	197.917	31.0406	0
FBtr0074154	0.0410086	268.869	126.815	948.083	237.303	303.326
FBtr0074153	392.856	321.131	565.185	1.40343e-5	245.657	113.674
FBtr0078456	0	0	0	0	0	1
FBtr0079897	4	3	1	1	3	0
FBtr0084087	0	0	0	0	0	0
FBtr0343197	0	0	0	0	0	0
FBtr0072001	0	0	0	0	0	0
FBtr0074104	830.588	38.7008	11.9618	875.695	22.192	24.5039
FBtr0346189	85.2414	14.4301	21.5342	28.4138	21.5886	7.2253
FBtr0340116	169.17	428.869	515.504	341.892	432.219	475.271
FBtr0070845	5.6843e-4	5.86071e-4	0	2.99947e-4	0	0.00130827
FBtr0342971	24.5835	0	34.9445	60.5387	34.5875	20.6992
FBtr0342972	15.6372	18.4553	1.28054e-7	16.7733	0	25.8515
FBtr0070844	8.77873	14.0976	11.0555	8.68776	8.41248	0
FBtr0076024	456	177	209	639	228	221
FBtr0089173	2105.46	1944.5	1633.53	361.284	1585.1	1504.09
FBtr0300497	963.28	314.158	543.997	1052.48	474.513	294.323
FBtr0089171	3745.13	133.41	313.481	5883.76	599.823	333.685
FBtr0089172	3073.13	26.9363	104.99	731.475	134.566	53.8976
FBtr0076662	19	16	17	30	13	9
FBtr0433514	0	0	1.51011	0	0	0
FBtr0303404	117.801	21.1526	0.0144259	26.2134	31.5358	0
FBtr0303507	0	0	0	0	0.99941	0
FBtr0084419	0	0	0	0	5.89752e-4	0
FBtr0343380	13.0768	4.39951	0	13.0768	0	0
FBtr0073978	14.9232	1.60049	10	17.9232	9	6
FBtr0084879	0	0	0	0	0	0
FBtr0075024	0	0	0	0	0	0
FBtr0089560	4	2	2	1	0	0
FBtr0073333	0	0	0	0	0	0
FBtr0331373	0	0	0	0	0	0
FBtr0080131	0	0	0	0	0	0
FBtr0333605	219.58	8.38553	52.0378	8.16803	48.8414	0
FBtr0310067	2.19612	0.021086	49.6484	0.0817842	4.2722e-6	0.0363504
FBtr0333604	1899.37	305.866	379.46	2367.23	185.856	338.223
FBtr0071267	195.363	0	5.99763	19.1132	0	12.813
FBtr0071266	1603.49	1259.73	1749.86	1783.41	1339.3	1311.93
FBtr0344131	0	0	0	0	0	0
FBtr0085196	4	0	4	0	0	0
FBtr0085195	0	1	0	2	1	0
FBtr0082142	448	226	322	290.122	167	191.997
FBtr0334682	4.2152e-8	0	1.02718e-7	63.8776	0	0.00267928
FBtr0080488	866	397	460	1075	389	372
FBtr0091894	3.90605	9.49575	1.72632	0.443903	1.88338	0
FBtr0072484	306.828	110.421	137	249.716	76.4123	100.403
FBtr0302318	0	0	0	0	1	2
FBtr0070693	0	1	0	0	0	0
FBtr0343629	0	0	0	0	0	0
FBtr0081618	28.304	0	0	4.30529	0	0
FBtr0081619	713.728	386.049	516.775	151.693	51.0109	78
FBtr0081620	114.968	44.9514	34.2251	0.00154927	20.9891	1.55063e-6
FBtr0084486	1	0	1	1	0	0
FBtr0337075	0	0	0	0	0	0
FBtr0076547	0	0	1	0	0	0
FBtr0070945	2006.59	0.599273	25.4843	0.814936	146.667	6.03017
FBtr0331600	1195.17	472.075	553.062	1950.93	462.607	342.998
FBtr0331599	308.241	792.325	956.454	1230.25	613.726	835.972
FBtr0078484	167	92	122	156	60	85
FBtr0346615	0	0	0	0	0	0
FBtr0077293	0	0	0	0	0	0
FBtr0345595	6841.46	1007.45	995.752	5602.82	1057.61	950.037
FBtr0332984	1438.96	1940.37	2509.73	1967.89	2019.75	2016.76
FBtr0076661	2506.34	205.861	238.785	3818.89	230.944	286.66
FBtr0114592	1.29923e-4	0	0	0	0	0
FBtr0308954	1404.59	73.6526	189.434	234.227	83.0826	77.5704
FBtr0070879	0	0	1	0	0	0
FBtr0079581	946	424	534	1151	460	503
FBtr0072143	78.796	4.91611	5.43981	185.824	9.27734	11.0481
FBtr0072144	286.839	8.3961	23.4851	519.735	25.1889	42.906
FBtr0072142	1132.02	312.1	495.886	950.856	365.061	362.819
